"title","star","url","cover","info","oneSentenceComment"
"哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone","8.9","https://movie.douban.com/subject/1295038/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg","导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint\n                            2001 / 美国 英国 / 奇幻 冒险","童话世界的开端。"
"七宗罪 / Se7en","8.8","https://movie.douban.com/subject/1292223/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457631605.jpg","导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...\n                            1995 / 美国 / 剧情 犯罪 悬疑 惊悚","警察抓小偷，老鼠玩死猫。"
"被嫌弃的松子的一生 / 嫌われ松子の一生","8.9","https://movie.douban.com/subject/1787291/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453723669.jpg","导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...\n                            2006 / 日本 / 剧情 歌舞","以戏谑来戏谑戏谑。"
"音乐之声 / The Sound of Music","9.0","https://movie.douban.com/subject/1294408/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg","导演: 罗伯特·怀斯 Robert Wise   主演: 朱莉·安德鲁斯 Julie Andrews / 克...\n                            1965 / 美国 / 剧情 传记 爱情 歌舞","用音乐化解仇恨，让歌声串起美好。"
"低俗小说 / Pulp Fiction","8.8","https://movie.douban.com/subject/1291832/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg","导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...\n                            1994 / 美国 / 剧情 喜剧 犯罪","故事的高级讲法。"
"天使爱美丽 / Le fabuleux destin d'Amélie Poulain","8.7","https://movie.douban.com/subject/1292215/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p803896904.jpg","导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...\n                            2001 / 法国 德国 / 喜剧 爱情","法式小清新。"
"沉默的羔羊 / The Silence of the Lambs","8.8","https://movie.douban.com/subject/1293544/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg","导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...\n                            1991 / 美国 / 剧情 犯罪 惊悚","安东尼·霍普金斯的顶级表演。"
"勇敢的心 / Braveheart","8.9","https://movie.douban.com/subject/1294639/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374546770.jpg","导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...\n                            1995 / 美国 / 动作 传记 剧情 历史 战争","史诗大片的典范。"
"剪刀手爱德华 / Edward Scissorhands","8.7","https://movie.douban.com/subject/1292370/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg","导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...\n                            1990 / 美国 / 剧情 奇幻 爱情","浪漫忧郁的成人童话。"
"蝴蝶效应 / The Butterfly Effect","8.7","https://movie.douban.com/subject/1292343/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg","导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...\n                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚","人的命运被自己瞬间的抉择改变。"
"猫鼠游戏 / Catch Me If You Can","8.9","https://movie.douban.com/subject/1305487/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg","导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...\n                            2002 / 美国 加拿大 / 传记 犯罪 剧情","骗子大师和执著警探的你追我跑故事。"
"春光乍泄 / 春光乍洩","8.9","https://movie.douban.com/subject/1292679/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg","导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...\n                            1997 / 香港 日本 韩国 / 剧情 爱情 同性","爱情纠缠，男女一致。"
"心灵捕手 / Good Will Hunting","8.8","https://movie.douban.com/subject/1292656/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg","导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...\n                            1997 / 美国 / 剧情","人生中应该拥有这样的一段豁然开朗。"
"布达佩斯大饭店 / The Grand Budapest Hotel","8.8","https://movie.douban.com/subject/11525673/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg","导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...\n                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险","小清新的故事里注入了大历史的情怀。"
"禁闭岛 / Shutter Island","8.7","https://movie.douban.com/subject/2334904/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg","导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...\n                            2010 / 美国 / 剧情 悬疑 惊悚","昔日翩翩少年，今日大腹便便。"
"入殓师 / おくりびと","8.8","https://movie.douban.com/subject/2149806/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p594972928.jpg","导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...\n                            2008 / 日本 / 剧情","死可能是一道门，逝去并不是终结，而是超越，走向下一程。"
"穿条纹睡衣的男孩 / The Boy in the Striped Pajamas","9.0","https://movie.douban.com/subject/3008247/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg","导演: 马克·赫尔曼 Mark Herman   主演: 阿萨·巴特菲尔德 Asa Butterfield ...\n                            2008 / 英国 美国 / 剧情 战争","尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。"
"幽灵公主 / もののけ姫","8.8","https://movie.douban.com/subject/1297359/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg","导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...\n                            1997 / 日本 / 动画 奇幻 冒险","人与自然的战争史诗。"
"阿凡达 / Avatar","8.7","https://movie.douban.com/subject/1652587/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg","导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...\n                            2009 / 美国 英国 / 动作 战争 科幻 冒险","绝对意义上的美轮美奂。"
"阳光灿烂的日子","8.8","https://movie.douban.com/subject/1291875/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p967457079.jpg","导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao\n                            1994 / 中国大陆 香港 / 剧情 爱情","一场华丽的意淫。"
"第六感 / The Sixth Sense","8.8","https://movie.douban.com/subject/1297630/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg","导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...\n                            1999 / 美国 / 剧情 悬疑 惊悚","深入内心的恐怖，出人意料的结局。"
"玛丽和马克思 / Mary and Max","8.9","https://movie.douban.com/subject/3072124/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1820615077.jpg","导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...\n                            2009 / 澳大利亚 / 剧情 喜剧 动画","你是我最好的朋友，你是我唯一的朋友 。"
"致命ID / Identity","8.7","https://movie.douban.com/subject/1297192/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg","导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet\n                            2003 / 美国 / 剧情 悬疑 惊悚","最不可能的那个人永远是最可能的。"
"狩猎 / Jagten","9.1","https://movie.douban.com/subject/6985810/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg","导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...\n                            2012 / 丹麦 瑞典 / 剧情","人言可畏。"
"重庆森林 / 重慶森林","8.7","https://movie.douban.com/subject/1291999/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg","导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...\n                            1994 / 香港 / 剧情 爱情","寂寞没有期限。"
"加勒比海盗 / Pirates of the Caribbean: The Curse of the Black Pearl","8.7","https://movie.douban.com/subject/1298070/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg","导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...\n                            2003 / 美国 / 动作 冒险 奇幻","约翰尼·德普的独角戏。"
"断背山 / Brokeback Mountain","8.7","https://movie.douban.com/subject/1418834/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg","导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...\n                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭","每个人心中都有一座断背山。"
"摩登时代 / Modern Times","9.2","https://movie.douban.com/subject/1294371/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg","导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...\n                            1936 / 美国 / 剧情 喜剧 爱情","大时代中的人生，小人物的悲喜。"
"告白","8.7","https://movie.douban.com/subject/4268598/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg","导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...\n                            2010 / 日本 / 剧情 惊悚","没有一人完全善，也没有一人完全恶。"
"大鱼 / Big Fish","8.8","https://movie.douban.com/subject/1291545/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg","导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...\n                            2003 / 美国 / 剧情 家庭 奇幻 冒险","抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。"
"喜剧之王 / 喜劇之王","8.6","https://movie.douban.com/subject/1302425/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg","导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...\n                            1999 / 香港 / 喜剧 剧情 爱情","我是一个演员。"
"一一","9.0","https://movie.douban.com/subject/1292434/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg","导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...\n                            2000 / 台湾 日本 / 剧情 爱情 家庭","我们都曾经是一一。"
"消失的爱人 / Gone Girl","8.7","https://movie.douban.com/subject/21318488/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg","导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...\n                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚","年度最佳date movie。"
"射雕英雄传之东成西就 / 射鵰英雄傳之東成西就","8.7","https://movie.douban.com/subject/1316510/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg","导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...\n                            1993 / 香港 / 喜剧 奇幻 武侠 古装","百看不厌。"
"阳光姐妹淘 / 써니","8.8","https://movie.douban.com/subject/4917726/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg","导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...\n                            2011 / 韩国 / 剧情 喜剧","再多各自牛逼的时光，也比不上一起傻逼的岁月。"
"甜蜜蜜","8.8","https://movie.douban.com/subject/1305164/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg","导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...\n                            1996 / 香港 / 剧情 爱情","相逢只要一瞬间，等待却像是一辈子。"
"爱在黎明破晓前 / Before Sunrise","8.8","https://movie.douban.com/subject/1296339/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg","导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...\n                            1995 / 美国 奥地利 瑞士 / 剧情 爱情","缘分是个连绵词，最美不过一瞬。"
"小森林 夏秋篇 / リトル・フォレスト 夏・秋","9.0","https://movie.douban.com/subject/25814705/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg","导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...\n                            2014 / 日本 / 剧情","那些静得只能听见呼吸的日子里，你明白孤独即生活。"
"侧耳倾听 / 耳をすませば","8.8","https://movie.douban.com/subject/1297052/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p776095349.jpg","导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...\n                            1995 / 日本 / 剧情 爱情 动画","少女情怀总是诗。"
"红辣椒 / パプリカ","8.9","https://movie.douban.com/subject/1865703/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg","导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...\n                            2006 / 日本 / 动画 悬疑 科幻 惊悚","梦的勾结。"
"驯龙高手 / How to Train Your Dragon","8.7","https://movie.douban.com/subject/2353023/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg","导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...\n                            2010 / 美国 / 动画 奇幻 冒险","和谐的生活离不开摸头与被摸头。"
"倩女幽魂","8.7","https://movie.douban.com/subject/1297447/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg","导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...\n                            1987 / 香港 / 爱情 奇幻 武侠 古装","两张绝世的脸。"
"恐怖直播 / 더 테러 라이브","8.7","https://movie.douban.com/subject/21360417/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg","导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...\n                            2013 / 韩国 / 剧情 犯罪 悬疑","恐怖分子的“秋菊打官司”。"
"风之谷 / 風の谷のナウシカ","8.8","https://movie.douban.com/subject/1291585/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg","导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...\n                            1984 / 日本 / 动画 奇幻 冒险","动画片的圣经。"
"请以你的名字呼唤我 / Call Me by Your Name","8.8","https://movie.douban.com/subject/26799731/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg","导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...\n                            2017 / 意大利 法国 巴西 美国 荷兰 德国 / 剧情 爱情 同性","沉醉在电影的情感和视听氛围中无法自拔。"
"上帝之城 / Cidade de Deus","8.9","https://movie.douban.com/subject/1292208/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg","导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...\n                            2002 / 巴西 法国 / 犯罪 剧情","被上帝抛弃了的上帝之城。"
"超脱 / Detachment","8.8","https://movie.douban.com/subject/5322596/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg","导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...\n                            2011 / 美国 / 剧情","穷尽一生，我们要学会的，不过是彼此拥抱。"
"爱在日落黄昏时 / Before Sunset","8.8","https://movie.douban.com/subject/1291990/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg","导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...\n                            2004 / 美国 / 剧情 爱情","九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。"
"菊次郎的夏天 / 菊次郎の夏","8.8","https://movie.douban.com/subject/1293359/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg","导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...\n                            1999 / 日本 / 剧情 喜剧","从没见过那么流氓的温柔，从没见过那么温柔的流氓。"
"幸福终点站 / The Terminal","8.7","https://movie.douban.com/subject/1292274/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg","导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...\n                            2004 / 美国 / 喜剧 剧情 爱情","有时候幸福需要等一等。"
"哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2","8.7","https://movie.douban.com/subject/3011235/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg","导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...\n                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险","10年的完美句点。"
"小森林 冬春篇 / リトル・フォレスト 冬・春","9.0","https://movie.douban.com/subject/25814707/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg","导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...\n                            2015 / 日本 / 剧情","尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。"
"杀人回忆 / 살인의 추억","8.7","https://movie.douban.com/subject/1300299/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480225538.jpg","导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...\n                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚","关于连环杀人悬案的集体回忆。"
"神偷奶爸 / Despicable Me","8.5","https://movie.douban.com/subject/3287562/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg","导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...\n                            2010 / 美国 法国 / 喜剧 动画 冒险","Mr. I Don't Care其实也有Care的时候。"
"借东西的小人阿莉埃蒂 / 借りぐらしのアリエッティ","8.7","https://movie.douban.com/subject/4202302/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg","导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...\n                            2010 / 日本 / 动画 奇幻 冒险","曾经的那段美好会沉淀为一辈子的记忆。"
"7号房的礼物 / 7번방의 선물","8.8","https://movie.douban.com/subject/10777687/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg","导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...\n                            2013 / 韩国 / 剧情 喜剧 家庭","《我是山姆》的《美丽人生》。"
"萤火之森 / 蛍火の杜へ","8.8","https://movie.douban.com/subject/5989818/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg","导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...\n                            2011 / 日本 / 剧情 爱情 动画 奇幻","触不到的恋人。"
"怪兽电力公司 / Monsters, Inc.","8.6","https://movie.douban.com/subject/1291579/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg","导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...\n                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险","不要给它起名字，起了名字就有感情了。"
"唐伯虎点秋香 / 唐伯虎點秋香","8.5","https://movie.douban.com/subject/1306249/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg","导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...\n                            1993 / 香港 / 喜剧 爱情 古装","华太师是黄霑，吴镇宇四大才子之一。"
"超能陆战队 / Big Hero 6","8.6","https://movie.douban.com/subject/11026735/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg","导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...\n                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险","Balalala~~~"
"岁月神偷 / 歲月神偷","8.7","https://movie.douban.com/subject/3792799/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg","导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...\n                            2010 / 香港 中国大陆 / 剧情 家庭","岁月流逝，来日可追。"
"蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises","8.7","https://movie.douban.com/subject/3395373/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg","导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...\n                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚","诺兰就是保证。"
"七武士 / 七人の侍","9.2","https://movie.douban.com/subject/1295399/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg","导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...\n                            1954 / 日本 / 动作 冒险 剧情","时代悲歌。"
"电锯惊魂 / Saw","8.7","https://movie.douban.com/subject/1417598/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163771304.jpg","导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...\n                            2004 / 美国 / 悬疑 惊悚 恐怖","真相就在眼前。"
"真爱至上 / Love Actually","8.6","https://movie.douban.com/subject/1292401/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg","导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...\n                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情","爱，是个动词。"
"谍影重重3 / The Bourne Ultimatum","8.7","https://movie.douban.com/subject/1578507/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg","导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...\n                            2007 / 美国 德国 / 动作 悬疑 惊悚","像吃了苏打饼一样干脆的电影。"
"疯狂原始人 / The Croods","8.7","https://movie.douban.com/subject/1907966/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg","导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...\n                            2013 / 美国 / 喜剧 动画 冒险","老少皆宜，这就是好莱坞动画的魅力。"
"喜宴 / 囍宴","8.9","https://movie.douban.com/subject/1303037/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg","导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...\n                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭","中国家庭的喜怒哀乐忍。"
"萤火虫之墓 / 火垂るの墓","8.7","https://movie.douban.com/subject/1293318/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg","导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子\n                            1988 / 日本 / 动画 剧情 战争","幸福是生生不息，却难以触及的远。"
"东邪西毒 / 東邪西毒","8.6","https://movie.douban.com/subject/1292328/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg","导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...\n                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装","电影诗。"
"贫民窟的百万富翁 / Slumdog Millionaire","8.5","https://movie.douban.com/subject/2209573/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg","导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...\n                            2008 / 英国 美国 / 剧情 爱情","上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁"
"英雄本色","8.6","https://movie.douban.com/subject/1297574/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg","导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...\n                            1986 / 香港 / 动作 犯罪","英雄泪短，兄弟情长。"
"无人知晓 / 誰も知らない","9.1","https://movie.douban.com/subject/1292337/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg","导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...\n                            2004 / 日本 / 剧情","我的平常生活就是他人的幸福。"
"黑天鹅 / Black Swan","8.5","https://movie.douban.com/subject/1978709/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg","导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...\n                            2010 / 美国 / 剧情 惊悚","黑暗之美。"
"记忆碎片 / Memento","8.6","https://movie.douban.com/subject/1304447/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg","导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...\n                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚","一个针管引发的血案。"
"血战钢锯岭 / Hacksaw Ridge","8.7","https://movie.douban.com/subject/26325320/","https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg","导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...\n                            2016 / 美国 澳大利亚 / 剧情 传记 历史 战争","优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。"
"心迷宫","8.7","https://movie.douban.com/subject/25917973/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg","导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...\n                            2014 / 中国大陆 / 剧情 犯罪 悬疑","荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。"
"傲慢与偏见 / Pride & Prejudice","8.5","https://movie.douban.com/subject/1418200/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg","导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...\n                            2005 / 法国 英国 美国 / 剧情 爱情","爱是摈弃傲慢与偏见之后的曙光。"
"时空恋旅人 / About Time","8.7","https://movie.douban.com/subject/10577869/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg","导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...\n                            2013 / 英国 / 喜剧 爱情 奇幻","把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。"
"雨人 / Rain Man","8.7","https://movie.douban.com/subject/1291870/","https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg","导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...\n                            1988 / 美国 / 剧情","生活在自己的世界里，也可以让周围的人显得可笑和渺小。"
